"chrom","start","end","GeneCount","unlist(genhits)","CHR","BP","P"
"chr10",12236050,12278050,1,"Zm00001d023617","chr10",12277042,0.000377853957432312
"chr6",2232250,2307750,1,"Zm00001d035028","chr6",2258585,0.000378264496668611
"chr1",29833850,29867150,1,"Zm00001d028305","chr1",29840164,0.000379109314790574
"chr1",170431750,171071250,1,"Zm00001d030976","chr1",171066024,0.00037915950481472
"chr1",15522750,15581950,1,"Zm00001d027860","chr1",15575920,0.000379563545937792
"chr2",207198050,207276650,3,"Zm00001d006413;Zm00001d006414;Zm00001d006415","chr2",207275699,0.0003822548259017
"chr4",176912,330550,5,"Zm00001d048582;Zm00001d048583;Zm00001d048584;Zm00001d048585;Zm00001d048586","chr4",224388,0.000382563748857773
"chr6",59704550,59812050,1,"Zm00001d035911","chr6",59749863,0.000383694730285821
"chr9",120460450,120519450,3,"Zm00001d047162;Zm00001d047163;Zm00001d047165","chr9",120462562,0.000384642315020165
"chr5",17050450,17078250,1,"Zm00001d013676","chr5",17051378,0.000384956818982348
"chr1",203214850,203242250,1,"Zm00001d031837","chr1",203223918,0.000386211702083301
"chr10",38920750,39084950,2,"Zm00001d024041;Zm00001d024042","chr10",39079987,0.000388091917570777
